symbol,name,sector,score,signal,trend,momentum,money,value,close,lastDate,ret5,ret20,ret60,rs60,vsSma20,vsSma50,vsSma200,rsi,lockedDays20,sellQueueDays5,macdAboveSignal,adx,atrPct,cloud,fromHigh52,volRatio,support1,resistance1,netReal5B,netReal20B,power5,smt5B,liquidityB,eps,pe,sectorPE,peVsSector,entryLow,stop,target1,target2,rr,flags
خصدرا,صنعتی‌ دریایی‌ ایران‌,پیمانکاری صنعتی,73.8,پرریسک؛ صفی/رشد عمودی,90,80,88,35,2359,20260926,15.8,1.2,0.2,-38.4,6.8,17.8,2.4,63.8,15,0,true,22.4,3.42,above,-21.9,0.47,2292,2518,7.42,8.22,15.18,14.54,7.12,191,12.35,,,2292,2252,2518,2635,1.49,واگرایی منفی RSI | سهم صفی: 15 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-6 میلیارد تومان در ۲۰ روز) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
فولاژ,فولاد آلیاژی ایران,فلزات اساسی,73.6,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,100,75,64.5,50,6290,20260926,4.1,9,68.2,29.6,1.2,20.3,69.1,62,0,0,false,55.8,3.53,above,-7.8,0.64,5840,6820,20.6,22.91,1.1,7.58,25.21,541,11.63,13.48,-13.7,6068,5735,6820,7264,0.95,عرضه حقوقی به حقیقی (-14 میلیارد تومان در ۲۰ روز) | 69٪ بالای MA200 | حد ضرر دور (8.8٪)
نمرینو,ایران‌ مرینوس‌,منسوجات,73.5,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,100,63,86.8,37,7950,20260926,4.6,21.4,29,-9.6,11.1,23.9,39.5,72.4,2,0,true,38.8,3.09,above,-5.7,1.69,7200,8054,2.89,5.08,1.13,4.59,3.5,953,8.34,7.72,8.1,7705,7459,8054,8509,0.21,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-5 میلیارد تومان در ۲۰ روز) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
دکپسول,تولید ژلاتین کپسول ایران,مواد و محصولات دارویی,73.5,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,95,80,79.1,37,181900,20260926,5.8,3.1,7.9,-30.7,3.9,8.4,35.9,59.6,1,0,true,23,3.67,above,-4.5,0.84,178000,185259,5.77,61.14,1.2,5.76,21.46,20406,8.91,8.86,0.6,178000,174660,185259,190500,0.46,عرضه حقوقی به حقیقی (-60 میلیارد تومان در ۲۰ روز)
سرچشمه,سرمایه گذاری مس سرچشمه,سرمایه گذاریها,73.2,پرریسک؛ صفی/رشد عمودی,100,75,52.9,60,7960,20260926,0.6,53.7,135.3,96.7,15,39.4,97.3,78.4,15,0,true,67.2,2.93,above,-4.6,2.15,5566,,-86.64,101.24,1.42,-299.55,65.71,1231,6.47,8.73,-25.9,7727,7494,8660,9126,1.5,اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 15 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (135٪ در ۶۰ روز، 39٪ بالای MA50) | عرضه حقوقی به حقیقی (-182 میلیارد تومان در ۲۰ روز) | 97٪ بالای MA200
کخاک,صنایع‌خاک‌چینی‌ایران‌,سایر محصولات کانی غیرفلزی,73.1,پرریسک؛ صفی/رشد عمودی,100,85,87.5,17,61970,20260926,10.3,31.2,75.6,37,14.1,33.1,118.1,78.8,4,0,true,62.3,3.29,above,0,0.64,58890,,30.37,93.9,2.11,12.36,21.53,4037,15.35,12.75,20.4,59933,57872,68080,72153,1.49,اشباع خرید | رشد عمودی (76٪ در ۶۰ روز، 33٪ بالای MA50) | عرضه حقوقی به حقیقی (-91 میلیارد تومان در ۲۰ روز) | 118٪ بالای MA200
شاملا,معدنی‌ املاح‌  ایران‌,محصولات شیمیایی,73,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,100,75,75.2,37,40590,20260926,6.8,11.5,50.8,12.2,3.6,17.1,84.6,64.4,1,0,false,34.2,3.79,above,-2.7,0.58,38670,41515,5.26,0.7,1.53,5.08,21.38,4322,9.39,9.63,-2.5,39051,37900,41515,44594,0.34,85٪ بالای MA200
وکادو,تکادو,سرمایه گذاریها,73,پرریسک؛ صفی/رشد عمودی,100,75,60.1,52,4290,20260926,-7.9,79.2,107.7,69.1,23.1,51.8,96,71.9,10,1,true,46.7,4.45,above,-13.2,1.01,2737,4940,-14.42,13.28,1.5,11.44,11.84,668,6.42,,,4099,3908,4940,5322,1.7,فاصله زیاد از MA20 | سهم صفی: 10 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (108٪ در ۶۰ روز، 52٪ بالای MA50) | 96٪ بالای MA200 | حد ضرر دور (8.9٪) | صف فروش در ۵ روز اخیر
دتماد,تولیدمواداولیه‌داروپخش‌,مواد و محصولات دارویی,72.9,قوی ولی پرریسک؛ فعلاً ورود نه,85,75,69.6,60,54420,20260926,5.7,0.6,77.7,39.1,-2.3,10.5,112.3,55.5,2,0,false,35.1,3.67,above,-11.6,0.76,49000,61590,48.7,18.47,1.28,26.96,35.78,5718,9.52,12.91,-26.3,52422,49426,61590,65585,1.44,عرضه حقوقی به حقیقی (-11 میلیارد تومان در ۲۰ روز) | 112٪ بالای MA200 | حد ضرر دور (9.2٪)
فرآور,فرآوری‌موادمعدنی‌ایران‌,فلزات اساسی,72.9,پرریسک؛ صفی/رشد عمودی,100,70,98.5,17,7980,20260926,14.5,46.5,41.9,3.3,25.7,40.4,50.8,87.6,13,0,true,39.5,2.5,above,-0.9,2.22,7701,,8.82,163.46,4.9,6.98,23.97,456,17.5,13.48,29.8,7781,7601,8578,8976,1.58,واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 13 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (42٪ در ۶۰ روز، 40٪ بالای MA50) | عرضه حقوقی به حقیقی (-173 میلیارد تومان در ۲۰ روز) | 51٪ بالای MA200 | واگرایی منفی
محتشم,نساجی هدیه البرز مشهد,منسوجات,72.6,پرریسک؛ صفی/رشد عمودی,100,75,73.5,37,16150,20260926,3,30.2,50.1,11.5,12.9,34.5,72.6,72.3,11,0,true,44.9,3.02,above,-3.8,1.94,13580,,-83.28,96.43,1.61,117.42,55.62,1926,8.39,7.72,8.6,15663,15176,17611,18585,1.5,واگرایی منفی RSI | سهم صفی: 11 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (50٪ در ۶۰ روز، 35٪ بالای MA50) | عرضه حقوقی به حقیقی (-127 میلیارد تومان در ۲۰ روز) | 73٪ بالای MA200 | واگرایی منفی
سنوین,سرمایه گذاری اقتصاد نوین,سرمایه گذاریها,72.6,قوی ولی پرریسک؛ فعلاً ورود نه,100,100,88.5,42,3560,20260926,3.5,15.6,50.7,12.1,6.5,16.6,44.3,68.4,3,0,true,29,3.81,above,-2.7,1.15,3500,,1.72,5.13,5.14,2.79,2.99,612,5.82,,,3500,3432,3966,4237,3.18,نقدشوندگی پایین | واگرایی منفی RSI | عرضه حقوقی به حقیقی (-5 میلیارد تومان در ۲۰ روز) | واگرایی منفی | نقدشوندگی کمتر از ۱۰ میلیارد تومان
زشگزا,شیر و گوشت زاگرس شهرکرد,زراعت و خدمات وابسته,72.6,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,95,45,80.4,60,31970,20260926,4,-1.3,9.6,-29,1.1,6.1,61.3,54.7,1,0,false,22.2,3.71,above,-6.5,0.8,31303,32660,4.05,51.87,1.28,10.29,20.75,4812,6.64,8.07,-17.7,31303,30710,32660,34115,0.55,عرضه حقوقی به حقیقی (-40 میلیارد تومان در ۲۰ روز) | 61٪ بالای MA200
کویر,تولیدی فولاد سپید فراب کویر,فلزات اساسی,72.5,پرریسک؛ صفی/رشد عمودی,100,75,48,62,2576,20260926,0.9,31.8,64.8,26.2,13.9,37.4,77.5,74.6,12,1,true,57.5,2.88,above,-7.6,2.6,1983,,-137.15,41.59,2.1,-214.1,72.67,292,8.82,13.48,-34.6,2502,2428,2799,2947,1.5,سهم صفی: 12 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (65٪ در ۶۰ روز، 37٪ بالای MA50) | عرضه حقوقی به حقیقی (-156 میلیارد تومان در ۲۰ روز) | 78٪ بالای MA200 | شناوری کم (10٪) | صف فروش در ۵ روز اخیر
غشهد,شهد ایران ‌,محصولات غذایی و آشامیدنی به جز قند و شکر,72.5,پرریسک؛ صفی/رشد عمودی,100,70,54,60,10020,20260926,2.8,22.2,26.9,-11.7,12.3,24.5,59.1,69.9,7,2,true,30.1,3.09,above,-5.9,0.99,8380,,-0.17,3.91,1.78,6.02,5.3,1466,6.83,8.53,-19.9,9711,9401,10948,11566,1.5,سهم صفی: 7 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | عرضه حقوقی به حقیقی (-7 میلیارد تومان در ۲۰ روز) | 59٪ بالای MA200 | نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
حفاری,حفاری شمال,استخراج نفت گاز و خدمات جنبی جز اکتشاف,72.4,ورود پله‌ای,85,53,80.4,65,5760,20260926,-2.5,4.3,29.7,-8.9,-3.1,10.8,30.9,52,3,0,false,36.4,3.65,above,-15.3,1.5,5475,6800,172.73,198,1.36,30.8,85.26,2511,2.29,2.24,2.4,5550,5370,6800,7221,2.66,
آریا,پلیمر آریا ساسول,محصولات شیمیایی,72.4,پرریسک؛ صفی/رشد عمودی,100,58,99,24,46960,20260926,12.6,45.1,32.5,-6.1,23.7,44.7,52,92.3,4,0,true,53.6,3.03,above,-0.4,2.15,42434,,48.91,252.91,9.03,161.8,73.77,4878,9.63,8.01,20.2,45535,44111,51234,54083,1.5,اشباع خرید | فاصله زیاد از MA20 | رشد عمودی (32٪ در ۶۰ روز، 45٪ بالای MA50) | عرضه حقوقی به حقیقی (-327 میلیارد تومان در ۲۰ روز) | 52٪ بالای MA200
بازرگام,پست پیشگامان,اطلاعات و ارتباطات,72.2,پرریسک؛ صفی/رشد عمودی,100,70,87.9,25,5380,20260926,9.6,33.5,61.8,23.2,17.2,37.2,48.3,85.4,8,0,true,46.7,3.02,above,-4.9,1.29,5158,5660,40.88,135.75,1.14,13.78,28,341,15.78,,,5217,5077,5660,5985,0.92,اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 8 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (62٪ در ۶۰ روز، 37٪ بالای MA50) | عرضه حقوقی به حقیقی (-121 میلیارد تومان در ۲۰ روز)
زفجر,کشاورزی و دامپروری فجر اصفهان,زراعت و خدمات وابسته,72.2,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,88,75,63,60,51170,20260926,6.2,7.8,54.9,16.3,2.8,9,84.8,58.8,0,0,false,18.3,3.47,above,-4.1,0.67,50150,51750,-5.06,29.61,1.72,16.48,15.83,7903,6.47,8.07,-19.8,50150,49262,51750,53370,0.3,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-29 میلیارد تومان در ۲۰ روز) | 85٪ بالای MA200 | واگرایی منفی
ودی,بیمه  دی,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,72,قوی ولی پرریسک؛ فعلاً ورود نه,100,75,36,72,6360,20260926,5.1,6.2,43.1,4.5,4,20,48.6,65.5,1,0,false,44.2,3.52,above,-0.8,0.79,5730,,-0.52,-7.64,1.6,3.8,3.61,1197,5.31,18.13,-70.7,6136,5800,7032,7479,1.2,خروج مستمر پول حقیقی | حد ضرر دور (8.8٪) | نقدشوندگی کمتر از ۱۰ میلیارد تومان
بتهران,بیمه اتکایی تهران رواک,بیمه وصندوق بازنشستگی به جزتامین اجتماعی,71.9,پرریسک؛ صفی/رشد عمودی,100,70,49.5,62,8700,20260926,15.8,39.6,226.9,188.3,18.8,49.6,,83.7,7,0,true,78,3.16,above,-3.9,0.91,7710,,-2.84,15.23,2.03,-25.61,14.05,956,9.1,18.13,-49.8,8425,8150,9525,10075,1.5,واگرایی منفی RSI | اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 7 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (227٪ در ۶۰ روز، 50٪ بالای MA50) | عرضه حقوقی به حقیقی (-21 میلیارد تومان در ۲۰ روز) | 348٪ بالای کف ۵۲ هفته | واگرایی منفی
دلر,داروسازی‌ اکسیر,مواد و محصولات دارویی,71.8,پرریسک؛ صفی/رشد عمودی,95,75,63,50,26650,20260926,9.1,3.9,103.6,65,4,9.8,110.6,59.8,3,0,false,27.8,3.68,above,-5.9,0.96,26000,27595,66.45,-16.68,2.55,26.81,41.33,2845,9.37,12.91,-27.4,26000,25510,27595,28330,0.83,واگرایی منفی RSI | رشد عمودی (104٪ در ۶۰ روز، 10٪ بالای MA50) | 111٪ بالای MA200 | واگرایی منفی
ثپردیس,سرمایه گذاری مسکن پردیس,انبوه سازی، املاک و مستغلات,71.6,زیر نظر,100,90,90.5,4,4830,20260926,1,18.1,66.4,27.8,7.6,23.9,63.7,66.5,4,2,true,63.7,3.36,above,-7.1,2,4370,,66.67,109.4,1.28,31.75,19.99,117,41.28,23.59,75,4668,4425,5316,5640,1.2,P/E بالا (41) | عرضه حقوقی به حقیقی (-109 میلیارد تومان در ۲۰ روز) | 64٪ بالای MA200 | حد ضرر دور (8.4٪) | صف فروش در ۵ روز اخیر
وسدید,گروه ‌صنعتی‌سدید,فلزات اساسی,71.6,زیر نظر,100,58,100,20,2331,20260926,13.1,58.4,31.5,-7.1,23.9,33.8,35.3,84.6,12,0,true,41.8,2.84,above,-2.3,1.6,2294,,37.48,120.12,3.35,38.71,24.35,34,68.56,,,2294,2261,2529,2662,2.83,اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 12 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (32٪ در ۶۰ روز، 34٪ بالای MA50) | P/E بالا (69) | عرضه حقوقی به حقیقی (-108 میلیارد تومان در ۲۰ روز) | واگرایی مثبت RSI
چکاوه,صنایع‌کاغذسازی‌کاوه‌,محصولات کاغذی,71.5,زیر نظر,100,70,100,10,13630,20260926,15.6,34,113,74.4,24.3,43.8,85.1,88,8,0,true,56.9,2.57,above,-0.1,2.29,12250,,34.53,44.29,3.27,30.11,8.75,,,16.48,,13279,12928,14683,15385,1.5,اشباع خرید | فاصله زیاد از MA20 | بدون EPS مثبت | سهم صفی: 8 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (113٪ در ۶۰ روز، 44٪ بالای MA50) | عرضه حقوقی به حقیقی (-38 میلیارد تومان در ۲۰ روز) | 85٪ بالای MA200 | نقدشوندگی کمتر از ۱۰ میلیارد تومان
پسهند,صنایع‌ لاستیکی‌  سهند,لاستیک و پلاستیک,71.4,قوی ولی پرریسک؛ فعلاً ورود نه,100,75,86.7,19,23880,20260926,8.4,4.8,38.9,0.3,4.1,17.6,26.9,62.4,1,1,false,33.5,3.59,above,-14.1,1.09,23500,26352,8.53,13.21,1.51,3.29,6.44,1468,16.27,8.21,98.1,23500,23071,26352,27815,3.06,نقدشوندگی کمتر از ۱۰ میلیارد تومان | صف فروش در ۵ روز اخیر
خرینگ,رینگ‌سازی‌مشهد,خودرو و ساخت قطعات,71.2,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,100,90,60.9,32,17220,20260926,0.7,16,50.4,11.8,7.1,25.6,55.6,67.9,2,1,true,68.4,3.77,above,-5.9,1.3,15750,,1.16,-4.28,1.18,19.98,14.42,1668,10.32,,,16570,15595,19170,20470,1.2,56٪ بالای MA200 | حد ضرر دور (9.4٪) | صف فروش در ۵ روز اخیر
فنورد,نوردوقطعات‌ فولادی‌,فلزات اساسی,71.1,قوی ولی پرریسک؛ فعلاً ورود نه,90,65,42.5,82,11800,20260926,-6.5,9,65,26.4,-0.9,22.6,121.4,59.5,1,0,false,62.2,4.3,above,-11.9,0.6,10800,13400,4.89,16.35,0.61,-28.1,26.54,1550,7.61,13.48,-43.5,11293,10546,13400,14414,1.28,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-10 میلیارد تومان در ۲۰ روز) | 121٪ بالای MA200 | سرانه خرید ضعیف (0.61) | واگرایی منفی | حد ضرر دور (10.6٪)
کمینا,شیشه سازی مینا,سایر محصولات کانی غیرفلزی,71.1,زیر نظر,100,70,88.5,20,15850,20260926,15.4,44.1,119.9,81.3,19,42.5,105.2,84.4,6,0,true,64,2.93,above,0,0.91,13770,,7.84,22.99,7.09,11.53,5.59,259,61.2,,,15385,14921,17244,18173,1.5,اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (120٪ در ۶۰ روز، 42٪ بالای MA50) | P/E بالا (61) | عرضه حقوقی به حقیقی (-17 میلیارد تومان در ۲۰ روز) | 105٪ بالای MA200 | نقدشوندگی کمتر از ۱۰ میلیارد تومان
زقیام,کشت و دام قیام اصفهان,زراعت و خدمات وابسته,71,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,95,45,77,57,10870,20260926,1.7,-5.7,23.9,-14.8,0.5,6.5,72.3,53.7,2,0,false,24.2,3.93,above,-10.8,0.36,10090,11890,3.79,3.19,4.21,7.85,13.96,1396,7.79,8.07,-3.5,10442,9877,11890,12180,1.03,72٪ بالای MA200 | حد ضرر دور (9.1٪)
نیان,نیان الکترونیک,تولید محصولات کامپیوتری الکترونیکی ونوری,70.9,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,85,65,37.5,92,3570,20260926,2.6,-5.3,51.6,13,-0.1,10.8,21.2,55.6,3,0,false,26.9,3.61,above,-27.6,0.47,3402,3696,-0.56,-48.27,2.61,11.99,15.39,678,5.27,7.98,-34,3441,3338,3696,3770,0.54,واگرایی منفی RSI | خروج مستمر پول حقیقی | واگرایی منفی
پاکشو,گروه صنعتی پاکشو,محصولات شیمیایی,70.8,پرریسک؛ صفی/رشد عمودی,100,65,87,24,12170,20260926,-0.2,3.5,77.6,39,4,15.9,95.6,60.9,6,0,false,31.2,3.7,above,-4.9,0.88,11060,12400,23,29.22,2.55,24.23,12.3,1090,11.17,9.63,15.9,11720,11045,12400,12800,0.2,واگرایی منفی RSI | سهم صفی: 6 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | 96٪ بالای MA200 | واگرایی منفی | حد ضرر دور (9.2٪) | شناوری کم (10٪)
رتاپ,تجارت الکترونیک  پارسیان,رایانه و فعالیت‌های وابسته به آن,70.6,قوی ولی پرریسک؛ فعلاً ورود نه,100,90,28.5,62,9400,20260926,-0.4,5.9,80.8,42.2,4.8,13,115.9,61.5,4,1,true,49.2,3.16,above,-3.9,0.57,9290,9750,-6.53,-114.31,1.3,6.23,19.17,806,11.66,18.19,-35.9,9290,9142,9750,10344,1.35,خروج مستمر پول حقیقی | 116٪ بالای MA200 | صف فروش در ۵ روز اخیر
فن آوا,گروه فن آوا,رایانه و فعالیت‌های وابسته به آن,70.3,پرریسک؛ صفی/رشد عمودی,100,35,83.4,50,3920,20260926,3.2,50.8,187.1,148.5,15.1,58.8,136.4,83.7,14,1,false,81.9,2.8,above,-1.3,1.31,3580,3970,6.98,42.05,1.01,0.43,14.8,1675,2.34,,,3810,3700,3970,4190,0.23,اشباع خرید | فاصله زیاد از MA20 | سهم صفی: 14 روز از ۲۰ روز در صف (ریسک نقدشوندگی و اجرای حد ضرر) | رشد عمودی (187٪ در ۶۰ روز، 59٪ بالای MA50) | عرضه حقوقی به حقیقی (-33 میلیارد تومان در ۲۰ روز) | 136٪ بالای MA200 | صف فروش در ۵ روز اخیر
دزاگرس,دارویی و نهاده های زاگرس دارو,مواد و محصولات دارویی,70.3,قوی؛ نزدیک مقاومت، منتظر شکست یا پولبک,95,65,78,37,24780,20260926,8.6,-1,47.9,9.3,2.5,9.8,97.4,58.1,4,0,false,41.1,3.35,above,-8.1,1.15,22820,26090,77.22,47.85,7.67,40.42,94.17,3000,8.26,8.86,-6.8,23949,22703,26090,26970,0.63,97٪ بالای MA200 | حد ضرر دور (8.4٪)
دابور,داروسازی‌ ابوریحان‌,مواد و محصولات دارویی,70.3,قوی ولی پرریسک؛ فعلاً ورود نه,100,85,43,50,67560,20260926,5.9,26.5,88.5,49.9,9.5,26.4,104.6,74.2,0,0,true,53.2,3.9,above,-1.7,1.01,63800,,15.21,4.49,0.77,-32.12,41.95,6272,10.77,12.91,-16.6,64922,62481,75473,80749,1.56,واگرایی منفی RSI | عرضه حقوقی به حقیقی (-22 میلیارد تومان در ۲۰ روز) | 105٪ بالای MA200 | سرانه خرید ضعیف (0.77) | واگرایی منفی | حد ضرر دور (7.5٪)
